datetime,hr_mean,hr_std,movement_mean,level,user_id,hr_rest,hrv_rest,movement_rest,delta_hrv,delta_movement,attention_score,outside_factors
2017-10-17 09:21:37,75.33333333333333,2.433797782789194,0.9841425022977532,rest,5gpsc,73.66666666666667,0.3333333333333428,0.9933271474920357,0.7333333333332835,0.009246344688627424,0.3746343614360837,-0.7235134528010541
2017-10-10 14:34:37,66.97777777777777,2.0621257739369576,0.9940758780784406,0,3caqi,73.66666666666667,0.3333333333333428,0.9933271474920357,0.3999999999999602,-0.0007537603178321502,0.17711171075008464,-0.6648339697624364
2017-10-10 15:20:07,70.45555555555555,5.130842307473851,0.988262109972873,rest,3caqi,73.66666666666667,0.3333333333333428,0.9933271474920357,2.099999999999912,0.005099062813244276,1.0403773298058312,1.445934669652658
2017-08-21 12:24:37,59.65555555555555,0.9999361410006001,0.9344144074763395,2,iz2ps,73.66666666666667,0.3333333333333428,0.9933271474920357,-0.30000000000001703,0.05930849686776378,-0.18272189539091074,1.8970414393274442
2017-08-21 12:23:07,69.23333333333333,1.1146877300985125,0.9929898294770135,0,iz2ps,73.66666666666667,0.3333333333333428,0.9933271474920357,0.9666666666666078,0.00033958400902843553,0.4683729804667827,2.589439044356025
2017-10-18 14:24:07,92.85555555555555,1.227661182723379,0.9923348825199275,rest,2nxs5,73.66666666666667,0.3333333333333428,0.9933271474920357,-2.847722058163446e-14,0.0009989306892632696,0.06537039632237697,-0.22088897588055367
2017-08-28 15:28:37,84.28888888888888,1.717017224185056,1.0089399974742441,0,f1gjp,73.66666666666667,0.3333333333333428,0.9933271474920357,0.7999999999999474,-0.015717732090206108,0.43211883243745225,-0.969036127708141
2017-10-13 08:31:37,78.38888888888889,6.56595382870724,0.9907377296168488,0,8a1ep,73.66666666666667,0.3333333333333428,0.9933271474920357,4.433333333333178,0.002606812752198149,2.2333440108802796,-1.2464771516032593
2017-09-15 07:25:37,64.25,5.812812839189676,1.0108466291523055,0,hpbxa,73.66666666666667,0.3333333333333428,0.9933271474920357,1.9999999999999134,-0.01763717190706329,0.9636336934485302,1.4979118128402371
2017-08-29 15:22:07,73.53888888888888,1.2000026607037326,0.9862513915457243,2,ef5rq,73.66666666666667,0.3333333333333428,0.9933271474920357,0.5833333333332907,0.007123288600514275,0.2930138538243154,0.2638541751622545
2017-10-19 16:04:37,72.93333333333334,1.689271987201377,0.9677791669147588,2,ibvx8,73.66666666666667,0.3333333333333428,0.9933271474920357,-0.20000000000002408,0.025719603699325702,-0.09605878685798605,1.8277655395678472
2017-10-10 14:32:07,69.62222222222222,2.9643259955541743,0.9711878735985616,0,3caqi,73.66666666666667,0.3333333333333428,0.9933271474920357,0.06666666666663405,0.022287998419625938,0.025179842742145058,0.6731365887084713
2017-09-19 15:03:07,108.07777777777778,5.3201585357455405,0.966751073497683,rest,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,1.1999999999999373,0.02675460351753426,0.7234684397179646,0.9904919697567007
2017-10-19 15:08:07,71.0,0.0,0.9626015283200003,2,b7mrd,73.66666666666667,0.3333333333333428,0.9933271474920357,-1.0,0.030932024006000165,-0.501316767754156,-1.0420731198062927
2017-08-21 14:57:07,77.15555555555555,1.6672029788448746,1.006183290080247,1,e4gay,73.66666666666667,0.3333333333333428,0.9933271474920357,0.999999999999943,-0.012942506021979437,0.5086044941581268,2.7064657783407933
2017-08-21 15:01:07,82.86666666666666,2.997572453340675,1.009812270941188,rest,e4gay,73.66666666666667,0.3333333333333428,0.9933271474920357,1.9666666666665815,-0.016595865209940417,1.010406086487819,0.050287737585995806
2017-10-10 14:07:07,68.57777777777778,2.5550390949065,0.9802285846673723,0,3caqi,73.66666666666667,0.3333333333333428,0.9933271474920357,0.16666666666663685,0.0131865547596628,0.06935998710619039,2.473600978454715
2017-08-21 13:00:37,89.99444444444445,1.784073502715253,0.987005199587903,0,7swyk,73.66666666666667,0.3333333333333428,0.9933271474920357,1.4999999999999292,0.006364416718192372,0.8070021147375821,-1.6531620703780465
2017-09-13 16:18:37,72.21111111111112,2.157555259981153,1.0125477953038944,2,c24ur,73.66666666666667,0.3333333333333428,0.9933271474920357,0.6333333333332865,-0.019349765946080552,0.3068895570051608,0.4014930380410564
2017-09-20 15:58:37,68.4,1.6085261334025835,0.992667473753714,2,dkhty,73.66666666666667,0.3333333333333428,0.9933271474920357,0.13333333333330208,0.0006641052144675655,0.04895938980284712,0.8898105026709673
2017-10-17 08:31:07,65.7,0.5491198111977074,0.9942984119747607,0,rc1in,73.66666666666667,0.3333333333333428,0.9933271474920357,-0.26666666666668654,-0.000977789125342299,-0.16061397970970148,0.5245095888230686
2017-10-20 08:54:07,88.97777777777779,1.6515018900914913,0.9913085177175237,rest,yljm5,73.66666666666667,0.3333333333333428,0.9933271474920357,0.46666666666662826,0.0020321902805219903,0.28580216521717017,1.4021433647763573
2017-10-11 12:51:37,69.91111111111111,2.3520323539707344,0.9935288360664487,2,iz3x1,73.66666666666667,0.3333333333333428,0.9933271474920357,1.0333333333332766,-0.00020304345343049977,0.5038708077640649,2.423139817683177
2017-09-15 14:52:37,59.03333333333333,2.203010827250027,0.987703531608798,rest,tn4vl,73.66666666666667,0.3333333333333428,0.9933271474920357,0.06666666666663255,0.0056613935272344556,-0.014911951769038022,0.12730502809576016
2017-09-13 16:38:07,62.17777777777778,6.015136292989871,1.0093266888542964,1,c24ur,73.66666666666667,0.3333333333333428,0.9933271474920357,4.366666666666516,-0.016107021138661737,2.1403171361179743,0.7646821437833475
2017-10-19 16:42:07,72.84444444444445,2.7747262932682646,0.9549933464834102,post,ibvx8,73.66666666666667,0.3333333333333428,0.9933271474920357,0.16666666666663535,0.03859131516279519,0.0901908152160225,1.0525405258456075
2017-08-28 15:08:37,81.5,1.8481636324364092,0.9856794583021594,2,f1gjp,73.66666666666667,0.3333333333333428,0.9933271474920357,0.9999999999999447,0.007699063907782262,0.5285084763841578,-0.9247309426872032
2017-10-20 09:24:07,96.96666666666667,4.2860819035911115,0.993085081644685,2,yljm5,73.66666666666667,0.3333333333333428,0.9933271474920357,2.899999999999892,0.00024369196790988588,1.5291333211819687,-0.788121346899576
