datetime,hr_mean,hr_std,movement_mean,level,user_id,hr_rest,hrv_rest,movement_rest,delta_hrv,delta_movement,attention_score,outside_factors
2017-09-19 14:32:14,106.89855072463767,7.9521515941187495,0.9741410775741022,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,6.869565217391093,0.019314955768977723,3.5523892347123533,1.5150816932416116
2017-09-19 14:32:37,102.8888888888889,1.7839929671298778,0.9631110047914964,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,0.2666666666666268,0.03041912503532132,0.24010855199787526,-0.5215431159578072
2017-09-19 14:33:07,105.74444444444445,2.2517482919656855,1.0024973432214537,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,1.4333333333332678,-0.009231798156902324,0.8232199539298217,-0.49944089668625224
2017-09-19 14:33:37,102.8,2.562027453859433,1.003752620544781,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,0.4666666666666326,-0.010495508029824612,0.3295782346064031,1.0766636918376582
2017-09-19 14:34:07,109.02222222222223,2.9542272243305416,0.9785767617294407,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,1.666666666666587,0.014849474113172946,0.9570306189053274,-0.7920549411992663
2017-09-19 14:34:37,97.17777777777778,10.328598593925095,0.9812843359825092,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,2.7333333333332295,0.012123711246523665,1.4494864330906136,-2.075021469110096
2017-09-19 14:35:07,100.52222222222221,10.408765585875747,0.9832381261844024,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,3.066666666666557,0.010156796110028917,1.6270112955583724,0.39569036118864753
2017-09-19 14:35:37,100.11111111111111,2.8248125199151275,0.9843797967623791,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,0.49999999999998,0.009007456156057908,0.3419954537825942,-1.3258648398460746
2017-09-19 14:36:07,97.36666666666666,4.937618517904398,0.9836015863005549,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,2.0666666666665727,0.009790894385637126,1.1162109211830893,-0.44072620138020113
2017-09-19 14:36:37,109.69135802469135,5.628776738512232,0.9689917018559095,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,4.925925925925743,0.024498923338165612,2.5913434337002115,-0.2542860963916693
2017-09-19 14:37:07,105.12222222222222,3.9725912804467414,0.9985349728334755,0,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,0.5999999999999431,-0.00524280983821755,0.40543892046651064,0.1358880518064498
2017-09-19 14:37:37,117.82222222222222,3.4781566145739493,0.9982259987955946,1,1mpau,73.66666666666667,0.3333333333333428,0.9933271474920357,0.8666666666666156,-0.004931760212058652,0.5819495637176988,0.22400484095422613
