datetime,hr_mean,hr_std,movement_mean,level,user_id,hr_rest,hrv_rest,movement_rest,delta_hr,delta_hrv,delta_movement,attention_score,outside_factors
2017-09-19 14:32:00,108.39583333333333,9.212084454671482,0.9694475435427695,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.12100887302693436,2.075224478979269,0.011071758875624555,1.0706323974652743,0.30471707975443135
2017-09-19 14:32:30,102.83333333333333,1.7436255002314756,0.9850094889589408,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.06348256722293831,-0.41793414434393333,-0.004802898202413475,-0.19429715491683547,-1.0399841062404955
2017-09-19 14:33:00,104.96666666666667,2.1519838481639715,0.9766835090516242,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.08554509049757957,-0.2816139017390441,0.0036903892582878907,-0.11849808093055518,0.7504511958064572
2017-09-19 14:33:30,104.56666666666666,2.1605129233480613,1.002791760085161,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.08140836738358428,-0.27876668285842837,-0.022942497632193148,-0.1247668739913664,0.9405647163912139
2017-09-19 14:34:00,106.54444444444445,4.989247698059559,0.9840712528804647,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.10186216500278299,0.6655358218066709,-0.0038458086094520553,0.35727200000166814,-1.9510351886538364
2017-09-19 14:34:30,104.12222222222223,4.751675109619957,0.9806101620710076,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.0768120083680342,0.5862281425187931,-0.0003151684326149274,0.3122382812432513,-1.302179506862318
2017-09-19 14:35:00,95.25555555555555,13.51391601002188,0.9846931979465233,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,-0.014885353992193455,3.511283578149868,-0.004480251436555052,1.750800387717747,0.12784040316728537
2017-09-19 14:35:30,101.23333333333333,2.7447616426742463,0.982751952890762,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.04693567476695747,-0.08372982965491033,-0.002499997763860344,-0.030755995576680878,-0.3162425923435822
2017-09-19 14:36:00,96.88333333333334,4.686973469789802,0.9843417300063986,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.0019488109022594942,0.5646291148921092,-0.004121720875356264,0.28177132995278037,-0.016801157504288795
2017-09-19 14:36:30,108.70555555555555,6.092153632961973,0.9682916744619815,0,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.12421196071589592,1.0337134417267189,0.012250854727326317,0.550972424724165,-0.85304392757358
2017-09-19 14:37:00,103.07407407407408,3.16812831764071,0.9984692078295089,1,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.06597226168969476,0.057600568350799075,-0.018533085253129557,0.040660078284540845,0.8793979748628286
2017-09-19 14:37:30,115.65555555555555,4.485381392082438,0.9983004053724688,1,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.19608752482156294,0.49733263110666126,-0.018360890771798373,0.29309797406577176,0.7777919354289483
2017-09-19 14:38:00,117.14444444444445,2.1738313605621484,0.9981077291968418,1,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.2114853275236563,-0.2743206549975201,-0.018164342838144252,-0.08883008132738204,0.06603069756121605
2017-09-19 14:38:30,113.07777777777778,3.1290057340599953,0.9981565285070488,1,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.1694286425313716,0.0445404702481035,-0.018214122752831335,0.06007386506868682,1.1272412069680329
2017-09-19 14:39:00,110.05555555555557,1.1110153215414535,0.9973765073991941,rest,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.13817340122563002,-0.6291152637454686,-0.01741842740307403,-0.2843688884170953,0.4675093422520456
2017-09-19 14:39:30,107.67777777777778,3.13732117633401,0.9560341313243724,rest,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.11358288049243603,0.04731637311356429,0.024754708758750882,0.058242583869578875,-0.8592924628832382
2017-09-19 14:40:00,106.48888888888888,1.562818294527989,0.9841168468368964,rest,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.10128762012583904,-0.47829211736199884,-0.003892318759939512,-0.21479723333952455,0.36875078408249884
2017-09-19 14:40:30,104.4,3.6424487573872075,0.9810399616602801,rest,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.07968473275275303,0.21594060901868048,-0.0007536046891058425,0.12770308652525206,-0.9588826008289989
2017-09-19 14:41:00,104.03333333333333,7.217130536444296,0.965325164294729,2,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.075892736564924,1.4092589036575185,0.015276975842923465,0.727421879930721,0.8784503013072725
2017-09-19 14:41:30,108.33333333333333,2.2944210197982344,0.9880307212360878,2,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.12036251004037261,-0.23406480695147602,-0.007884841048901664,-0.08891298622787028,-0.049925910986252896
2017-09-19 14:42:00,104.87777777777778,1.600965545189463,0.9949134573757225,2,1mpau,96.69489327113374,2.995581141357578,0.9803012020776583,0.08462581869446952,-0.4655576098119259,-0.014905883280664016,-0.21534882105251157,-0.18486236354526056
